,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
77543,-1.26747509735418,0.458350087944589,1.79946166664739,-1.16209773198576,-1.04962111997153,0.13086906904072698,-0.00836033065161858,0.7615655897151209,0.246741178626117,-1.0786196245484698,0.287135830892595,0.6277443616987309,-0.49571305239716096,-0.0408319269370642,-1.06360068130361,0.8097292589529009,-0.548232009767629,0.416173038299844,-0.0621891387883649,0.12762677580107598,0.0291507810716875,-0.0403791636876166,0.0601485229273432,0.0322909749994559,-0.0364486758644743,0.8542968950631509,0.09727429872683901,0.081933216925818,100.0,0
220598,1.8953047235886202,-1.85593516852796,-1.7152449868246102,-1.5353400053195199,-0.881140212682665,-0.49632344695675396,-0.47287489235719604,-0.237650604728957,-1.8485800390362799,1.6694046534448301,0.8082564795578749,-0.0906219064685769,0.247317303771403,0.0922311460804242,-1.07994017873758,-0.7379398960151391,0.46690919614484205,-0.0403373463794101,0.218148690368344,-0.013707077051833,-0.12831856638557199,-0.39026162249114604,0.0988310208097537,0.685637191935353,-0.17771384252543398,-0.30912110850174496,-0.062088602728364,-0.0281341077436859,218.0,0
232336,2.08455550418984,-1.27133187112204,-2.13775012194243,-2.77775553144629,-0.5892483231279859,-1.50673063291866,-0.00952422233905806,-0.42029859650002005,0.6271963209593149,-0.218461814175083,0.615763228649989,0.823186734266227,-0.44634218512988105,0.8137165629255659,0.3724686119863839,-2.5671490864738904,-0.09856109528277401,1.85285521168906,0.7155564009944271,-0.48450831487572105,-0.16733652919877698,0.0274288815059073,-0.0680421263842895,-0.34738542767487707,0.323540880369277,-0.705948244612481,0.012449240474313998,-0.0580771633785113,89.98,0
278850,2.08996178965456,-0.779272940976245,-1.3946179529821598,-0.411360956865001,-0.363521809310603,-0.662920138869889,-0.197883941153208,-0.269229345919678,-0.453360039224127,0.82071665326853,-1.18324611850197,0.0328068504850043,0.269652082232075,0.0882310119871252,-0.299339669275622,-1.6873558634608201,0.0212268179952771,0.5172425949394279,-0.47875497307469705,-0.487681511922503,-0.597205989683509,-1.24513191473686,0.34443336509461403,0.639717950981874,-0.316998221582601,0.357608197812747,-0.0719780095937135,-0.0449686072825456,58.47,0
58625,-0.9693919806186629,-0.4254514948292071,1.7190852413075601,-1.5225034916314297,0.0394501988223942,-1.04467703604222,0.8467004599149799,-0.19576744411114802,1.1836940230722401,-1.6362226167922602,-0.0369075779227625,0.594413617735059,-0.742177688823619,-0.16158954485969199,0.107424011707822,-1.34140429328243,0.30690439125344,-0.859970915361578,-0.18374438892314002,0.180883125042178,-0.0285322883014622,-0.0141843459363744,0.228058206097883,0.584869734404704,-0.0813837880843006,-1.02694667219531,-0.0412689215592702,-0.0687953884711283,106.04,0
69927,1.07083383954222,0.209250398500513,0.0817519891170102,1.14412698332283,-0.0224607141283047,-0.461444865001757,0.318132736935761,0.0282749947423676,-0.410606369790409,0.203283872127639,1.5828254698497501,0.437656265150455,-1.43774072652653,1.0563811686668299,0.35316155956505896,-0.14331563775067999,-0.16156137600258802,-0.537150239337575,-0.299886550207872,-0.174457667173137,-0.22694506869498898,-0.8341915967988679,0.11044787872274799,0.15012162434731602,0.313326410568612,-0.647605988055308,-0.00741962306610143,0.0134874392470075,46.96,0
107641,1.1757960371163798,0.124236892108962,0.49746454387614103,0.45803284883587203,-0.270706760637437,-0.207000427559882,-0.14800327030402302,0.103847825245199,-0.155798345334678,0.0715410476677324,1.63217653828357,0.923531329049239,-0.20092684993374801,0.545844874485069,0.628511081619085,0.22649541564823397,-0.37256291434442895,-0.44495780724189793,-0.184006250264886,-0.14209658651871399,-0.183518680616759,-0.55113740230197,0.15905818464990099,0.00134945594863575,0.101169295724416,0.108427370141262,-0.0189148481817796,0.00436956781631323,0.89,0
143884,1.0382980421519301,-0.26970099726339003,0.408835194092786,0.8634295167829241,-0.515726707859044,-0.23947427502917498,-0.0465391057034209,0.0236070313639168,0.565674460949792,-0.251504473693816,-0.567747758430134,0.16241910886162197,-0.7989496642233391,0.127076384623742,0.13287876346604402,-0.530325756733942,0.35679473461124894,-1.0552254887643802,-0.160224796431057,-0.0426895148825463,-0.165967504807189,-0.472606005278604,-0.0170603053622076,0.0892741934649228,0.32679444519250606,0.293284702835844,-0.0253687583185167,0.0213204235741698,84.37,0
211441,1.30670649228721,-1.1206438435742199,-2.32207443553771,1.42015063023919,0.375945445287362,-0.293942002779375,0.9562483232246229,-0.264291829570192,0.106081552893785,0.28274186243536104,-0.10253756069147,0.23072373949908898,-1.1968387350846001,0.979880567352999,-1.00332371699615,-0.23021708679982503,-0.573163620368047,0.27972404407113105,0.22873677424266,0.435549948924419,0.270344013810436,0.0666673938607134,-0.425446189593356,-0.804923738818001,0.351773401548835,-0.49823632718540994,-0.0976580594570759,-0.0160940785348921,386.44,0
193443,-4.43788462503763,0.6376223102249731,-1.7033265844132701,0.540550212918654,5.00595823804984,-3.99556001605805,-4.39002541745593,-3.83054559547206,2.01395599802423,1.49936679949806,0.308834033349063,0.0575815830548892,-0.390738878837431,-3.0437282303372,1.30772268944975,0.45414226627409493,1.8206694883463501,0.8489516413958169,-0.46858531721659297,-1.26940195481099,-1.3901930711239299,0.4402146797317679,-5.9913454872333896,0.19946247590717003,-1.99573731953258,-0.535864421639517,-1.89079274921534,-0.19903014299344,1.0,0
210008,-1.5710635812663303,-2.7580907794624197,0.314888388148949,1.85242224614037,3.90396345300391,-1.31429021213904,-1.52767073203693,0.126092818155,0.8155121008351791,0.28480376465000296,-1.87061837567126,1.05753742437554,1.39845492873086,-0.627648235188726,-1.14919907231493,-0.9245686494711921,-0.201229876599075,-0.49273635858359904,1.26637614234368,0.871729907071882,-0.0839739127015766,-0.6232194918248439,1.10270654742618,-0.0262637960665429,-2.10933631947091,-1.30939734172187,0.19681693046997897,0.23676369061382896,18.0,0
53979,1.16770236971379,-0.7172023309973009,0.42198810608990006,-1.4614516954582502,-0.725414435700622,0.0689200334606798,-0.609658460893196,0.0585275044055262,1.8351269320607702,-1.26032120986584,-0.757065687946931,1.07746420076607,1.2019113106261599,-0.44216834926163795,1.54097283625984,-0.510086522556795,-0.159521007043314,-0.0931130103327183,0.60580078855637,0.10479489510320099,0.135456056218285,0.607959790527225,-0.246351366643794,-0.6608067626412111,0.536009857895994,0.18616762623742897,0.0558138126732471,0.0244394236569999,66.0,0
196801,-1.03219013226174,1.5903864570089399,-1.2991405046484998,-1.43113209105739,1.09282802986935,-1.12666612670607,1.53693001024465,-0.200581858271785,0.20844912232384197,0.9377264944567301,0.7680493627113759,0.15824030539785902,-1.1241913867538702,0.7721178342337429,-0.68273792464268,-0.48669729861709005,-0.659996955596545,0.166410807240126,0.0481424748094198,0.36442443077725106,0.141304535968793,0.850136991471407,-0.0934849712644971,0.7808983855382529,-0.122277019350454,0.0580879264108543,0.823115034272477,0.519461665342295,15.33,0
145720,2.03741990071285,-0.204353049934242,-1.2367599823658701,0.21061821453165602,0.0371851606802269,-0.6031604951001359,-0.0191958265705084,-0.0711656092760879,0.48184954277253295,0.267957005583857,0.45497123035742104,0.403658591330747,-1.1052174915292,0.6827651069687779,-0.45762975225489705,0.202984763204876,-0.561721861650726,-0.19182067783961,0.52183392722656,-0.28001209901023805,-0.271032826862548,-0.7307966666446841,0.298825318045844,-0.497578024948744,-0.32931162876151,0.21217692369153002,-0.079457149242667,-0.0771591669494092,1.98,0
273377,2.13229171093399,-0.00643509280722331,-1.47995894745416,0.163498539961794,0.456852573487787,-0.592649159085553,0.238411931987357,-0.330226390914068,0.44928306781351096,0.0421886125094287,-1.48692583126529,0.6690457339755022,1.32458962395522,-0.00102503477415676,-0.00201093050576359,0.14764444691188902,-0.727495211936044,-0.6623542550181459,0.5299517747240611,-0.117425355860378,-0.343956796765545,-0.803314634627624,0.19695303458911703,-0.974045988977468,-0.123945285258733,0.256560304673349,-0.0654395903679987,-0.0678015145751388,3.87,0
152450,-0.546920639186999,1.7163845682769499,-0.6989139097033249,0.951362825041569,1.08893825995013,-0.587414105343775,1.08297996975875,-0.0460819294429042,0.192668034066346,-0.449197300839448,-0.22566771690277598,-2.90044612417709,1.21444908898114,2.54957656641673,-0.248015482852599,-0.778668167244924,0.7738890312678119,0.21519388135017398,0.40863936585015104,-0.272804650757607,0.147199727412607,0.509608189349371,-0.18692784057689998,0.544586505330261,-0.106383354572006,-0.48325856050096294,-0.229102091795778,0.117660182362182,18.99,0
180500,-2.45581519855302,-2.72670986077708,-0.7346601674272941,0.47704062934336605,-0.806745348254434,0.67882873485177,2.94102480159432,-0.133871684545846,0.19319977943758898,-2.0805643720715903,-1.5589254832445902,-0.496297214916271,-0.36776874842576296,-1.5104825069607901,-1.4197535679661502,-0.0790007604245292,0.866090296840509,0.771903316220706,-0.13850575758717001,2.08620898845798,0.8016503694707209,0.8018441156327959,1.79153705492249,0.479384697038605,0.574348774412323,0.7710557757500841,-0.22661694618075304,0.25214827351705604,880.0,0
115000,-0.359514810744634,-2.67866433656457,1.36131435327642,2.81577849144485,-1.9883090985304699,1.55626714469886,-0.366791348309463,0.309223500116856,1.03596660851237,-0.30001198349883096,-1.14382444239208,1.16686071898289,1.1263828071529298,-1.3697175020569798,-1.6036011015778402,-0.0810588673638261,0.438672397984457,-0.7380932707232339,-0.848258331728055,1.38743950620424,0.5063568923248101,0.369129900304823,-0.695264054578429,0.261792643107987,-0.0328545430040071,1.13042219609807,-0.0905566773815197,0.150813759836439,730.68,0
54055,1.03043170086372,-0.0703958780601611,0.21400074628343801,1.25176527552385,-0.02419541462378,0.344281044349479,0.008579454396234679,0.161202424266925,0.109405626583868,0.0292466502361001,0.7986607323798209,0.8922138464362049,-0.561526544987393,0.33839502830872,-0.717547557046429,-0.4037010898755779,-0.0811764055318723,-0.312757059214052,0.0295312573300968,-0.0745793209564899,-0.0406325222216418,-0.0695305899448511,-0.162172044060999,-0.295728470362195,0.641233956015802,-0.31482115456541804,0.0217480523245049,0.0119416653307853,67.54,0
281697,-1.3925612514351398,1.65462431489142,-0.54189431714491,-0.7568876466757158,-0.0522005227680395,-1.01228385886012,0.38540308304063203,0.537220605221197,-0.0579321226522251,0.428527139212574,0.8879636250746741,1.64050019654066,0.981660895254854,0.338856342214268,-1.20358144704268,0.14258174180290098,-0.47430772734168203,-0.40802487117692704,0.0709116642079349,0.22979471440117802,-0.263134792543824,-0.4420314468389071,0.0698368736318594,0.0937503559035057,-0.342211496966816,0.101212596418059,0.192151826847725,-0.119020313832697,9.67,0
89440,1.13171813529673,1.16635226743826,-1.5217610581399,1.5381786313558399,0.9539485396809371,-1.15566321128464,0.595489564393111,-0.10354491391755499,-0.6913439114532339,-1.42299450151257,2.88567269932722,0.24197517198860102,-0.500244166795693,-3.09505930271644,0.633013271728032,0.8916645814359909,2.82219983767394,1.3421169524037802,-0.984550025699552,-0.0618782895224302,-0.11544323886303,-0.263334749560258,-0.170529151019486,-0.10647504999044802,0.7169537939911729,-0.294712250324868,0.0499282631660856,0.0863531500098661,8.99,0
99219,1.0664787389737298,-0.7067608150494219,0.14256380375506303,0.7347278226927779,-0.618356800138771,0.101441743258778,-0.214555573679418,-0.0214096934069822,-0.6994131904004138,0.6383845054361199,-1.14255474197641,-0.0608054928822631,-0.0956601444946065,-0.0132661545628224,-0.168219719775609,-2.09175113281681,0.4128963567752221,0.548384031971796,-1.03034948401485,-0.360091303674509,-0.41783246742810204,-0.7871168224254771,-0.127595206163365,-0.32473198657945695,0.5442725991011049,-0.30006405036205797,0.0403619789482583,0.0374138213838957,129.9,0
254975,-0.685496948790078,0.459101181594399,0.0357141212482475,-0.530167090603182,2.04256480122232,4.54327783404612,-0.432517692153669,1.05734036191088,0.499560263852169,0.0174652053678075,-0.408359869129375,-0.0307958552380554,-0.0440642465273226,-0.24073365095753,0.9388307652272799,0.28982141452849397,-0.8583965479860429,0.39808068488036497,-0.4659385830022871,-0.21209784042531798,0.255628195647962,0.671204491479273,0.0936515176865821,0.672821310893641,-1.07301557649261,-0.813719967216378,-0.174819925042663,0.27445389840754003,54.01,0
147899,-0.8513786599621221,1.3781099067068001,-0.6177140176209169,-0.8380162972310141,0.970074824912096,-0.6279828339650639,0.9065666945470809,-0.10037561276932999,0.695864637338027,0.8109272532117728,1.26565974306503,0.310250512979749,-0.644307685071027,-1.19728325876929,-0.737370586404404,0.301666005325284,0.103795175934123,0.11499765463863698,-0.15900009123024,0.5030085912629529,-0.47829618783974603,-0.7872584468306311,0.0756821678252383,0.5784816192387919,-0.323607448052943,0.0860646693352374,0.491130955298076,0.134509795488335,8.99,0
68550,1.22953664509417,-0.0987380783891987,0.477273997692021,-0.24674401739418,-0.5380420682042321,-0.491707348471386,-0.255568701183203,-0.0345433779265132,0.0691728135718147,-0.0685277245774704,1.27698464696761,1.10916170170161,0.678731351695476,0.19668503797610998,0.514670843359698,0.6736270989643641,-0.766077697186853,0.116805345731263,0.43202934693880995,0.0293720654031287,-0.0864911105908791,-0.283523551650424,0.0217018718395527,0.0824962331747848,0.144136189697941,0.9034393442391391,-0.0746075504964552,0.000281620327136488,20.0,0
213136,-0.70503239052568,0.44680594456634,0.179748024737932,-0.0737393666591804,0.886641313265588,-1.2520054751472098,0.7533107998128891,-0.15393338719220598,0.240872639913685,-1.0749952716381501,-1.1659496077806202,-0.8038818363007819,-1.44771760606617,-1.08661666635648,-0.7980198503836461,-0.0260920956595093,0.8174178741413369,0.321843205786392,-0.23806864121238197,-0.15829371063592002,0.12352353940991498,0.413910481142937,-0.20581894822559804,-0.023341247201947003,-0.20138759207362902,0.368285679142451,-0.0413106401754273,0.278211627161154,23.95,0
169082,1.93886906051609,-0.680361079959073,-0.373700661742785,0.299702076074166,-0.7353802521111948,0.15466189728932,-0.974317558519539,0.33230234463954494,1.32583505303318,0.22543723180804998,0.39498287891022293,-0.14388341203292498,-2.14692578126875,0.369931184233438,-0.0208710918036491,0.5777065134013111,-0.563047478735463,0.6989373240494811,-0.0341684901473253,-0.29656244402366805,0.190579844128805,0.5934972986395229,0.22316398310837898,0.701121237756634,-0.38714532192095397,0.525546011181321,-0.0395025412382224,-0.0545341496658221,11.5,0
223029,-0.950263856585193,0.32763986392371597,-1.42238759093508,-4.368093040521241,2.47471645256617,2.8518795237823396,0.668277008512558,1.16524162825126,0.36336734714064894,-2.35556472314379,-0.167283983881905,0.503799591687799,-0.43465210177575103,0.86114978104638,0.35864455150610797,-0.285128895391983,-0.588797658806715,-0.5810987494526401,-0.471104905199219,-0.119702924885923,-0.0968212825063801,-0.6604498384034161,0.0916053129243803,0.669333504242886,0.209069592992429,-0.680546209983059,-0.0696449620356743,0.0535244375704716,88.97,0
20904,-0.122101963173813,-0.0052633482768442204,1.67190965251721,-0.24391948055866502,-0.483857497389489,0.8978035027759309,-0.39269698829070204,0.342895835851426,-1.5178980375507598,0.614392336099065,1.36882627446529,0.868526092345416,0.6195274473889971,-0.10699767403872099,0.198500418221286,-2.8089745261717898,1.23126120273885,0.394392682769981,0.999851985091708,-0.238870612346863,-0.44081067363930704,-0.5484410572492749,0.18545870559813898,-0.23881252266927697,-1.0701322172046899,1.02253907882414,0.17023875439072697,0.140646433457558,10.95,0
96198,-0.88533049884956,0.5733379565268389,-0.484635691566585,-0.8605139966219151,1.7627792504077,3.83937267537278,-0.0617028189522398,1.41353567938582,-0.17255478404095903,-0.6911957428666461,-0.90797803259124,0.0799771580691307,-0.19800286097706302,0.17599393379750602,-0.49478059280726394,-0.0312695390347601,-0.23969775133685298,0.14701804213970499,0.672295306088587,0.27851938005475,0.0216689498198665,-0.0419293516709701,0.050418152726260004,1.04366679324127,0.0825232369167205,0.377854592503224,0.203236414137069,0.138386520618968,99.0,0
175436,-0.427554085119747,0.34995268662965806,0.599792402376401,-2.91453211944738,1.35161174463069,0.0778647414116714,0.9992102683891271,-0.243510449629776,-1.88287895434098,0.0568210454051531,0.227151695384134,-0.5867411127606371,0.367862080672076,-0.13194376801145802,-0.898540585462368,1.38268448378227,-0.7231782737697479,-0.973431943066403,0.7487743415026941,0.18669400919517498,-0.0193811999066111,-0.128166741187357,-0.5812509161295911,-0.353304759070573,0.9042089110549849,-0.28882656292734,-0.20612427513616502,-0.204055815956683,2.5,0
2306,-1.85217378516675,-3.1697194774944597,-0.150823410727833,-1.2771747435358702,-3.68458775849854,1.4331489903509098,3.4147565574513297,-0.29440437925208196,-3.09204962434386,0.132291488501342,1.20803168509324,-0.549995597719282,0.24000353201788702,-0.108483652078612,-0.9899165811160401,-1.02051018130503,0.9181896927601221,0.25362895850502,-0.185595064956826,1.96068293460105,0.5765130030743371,0.297358581011558,2.2780460667563,0.099203218269971,0.515064527520159,-0.13784091608353502,-0.283425509848248,0.11307436537213199,1055.12,0
151937,2.05218252849187,-0.187189644463225,-0.966300489261088,0.499113995046501,-0.23382569254376,-0.9808165652961609,-0.10279702411420802,-0.342637478623571,2.50959979943355,-0.554652620850212,-0.247302266582476,-2.24635682634516,1.0516988541833,1.5764202620811498,-1.12076503693835,-0.6433629595930921,0.6927810752955171,-0.0910579605713583,0.0954560762424127,-0.316949406705543,-0.0797519025676118,0.326383459535096,0.0436120208026925,-0.0357814026654296,0.168640950859374,0.159111516397037,-0.0563287382661092,-0.0702244267663305,6.03,0
256798,-0.68779198262862,0.9960842433990089,1.02123215795639,-0.392809937789044,-0.16316483379291,0.0301552356689265,-0.0988483202813573,0.55614497632988,0.31795684727845597,-0.898342596399979,-1.23568736479504,0.6081208125757671,0.9769252633120459,-0.156951160775036,0.268495717458668,-0.0357724986714881,-0.31962901839907204,0.405532513172817,0.17793334842604802,0.0292873229780241,0.268655452237953,0.977792758049683,-0.20154512377157396,0.7598836454951792,-0.129958835774833,-0.18557041036972002,0.32516439015583504,0.176550972309605,0.01,0
130274,1.2262630392909,-0.4847697691439579,0.7719284600321229,-0.907822964126238,-1.0867861562652599,-0.33770148632111696,-0.7544292047927851,0.195067987228837,1.7446212752327999,-0.879376747201843,0.7861880369317679,0.758054241314336,-1.12781129731347,0.23900674313486497,0.7119376391073321,-0.100715602866879,-0.454317871477176,0.92010779850687,0.976315533692749,-0.17192373557950003,0.00560613573189686,0.17957885187101102,-0.075948751715405,-0.00178608777942922,0.478015605792794,-0.6801422006002811,0.0824735849748864,0.0195148016703305,1.0,0
55331,-1.00290414282939,0.234193159210121,0.8194574509967729,0.8117971015751021,0.513354253809089,1.5299876409899198,1.22267867944422,0.35907729885475603,-0.7892040030568861,-0.43360256179226103,0.616693140088597,0.74766673534374,1.00689002187397,0.260020208935575,2.01860299381349,-1.6037390998506298,0.940878091552552,-1.86894311196958,-1.2148843249008,0.6183654152428989,0.391871542860278,1.04208875619894,0.534139378233859,-0.948794800147906,-0.37153205919272897,-0.199618455625249,0.408258015018901,0.23358047175496696,239.0,0
257997,-4.01482350044277,-4.97852950776338,0.676815197039051,-1.6229444545978,-0.5580748727805389,-1.36830673103973,-0.38129205502125896,0.513137801789587,-1.9902706437633797,-0.257937634890185,-1.63690451292803,-1.38090869607739,-0.7419599288231459,-0.00340947084843262,-0.891930812879721,-0.18512196437672002,0.74527700395592,-0.0275559683767769,-0.632665891223008,1.5039567700274599,0.0523005090166578,-1.6956931048459198,1.13184214468815,-0.16270421634676402,0.42661757295099395,-0.5721599938415,-0.20901848240580104,-0.47518583626978,529.52,0
210836,-1.3201616432826297,0.7165635878758121,1.20056790174693,-0.710674663499933,0.294805768208539,-0.122524589425929,1.04452944673862,0.04925978348755201,-0.334398683520156,-0.27332739656685,0.505565826038499,0.543838752557944,0.10243505589092901,0.0519468577675631,-0.620747057429317,0.302236298479199,-0.802423917900759,0.334048811958443,0.279145140735208,0.267447773175906,-0.0858793897342698,-0.0527947141905566,-0.37164344320418796,-0.305608382178037,0.7463178003905241,0.387059848067818,0.375694198048781,0.166569218446078,109.9,0
99187,-1.73419165965618,1.4562421097201201,1.6210971714319797,-1.8210396354125402,-0.00419723452857398,-0.42565122099764896,0.909258391466195,-0.299827568693332,1.4581423469129198,1.9103244241602901,1.8266067552132699,-0.0292016323615412,-1.37560626052692,-0.631295087438948,0.34498549780578097,0.118032391990231,-0.8690746995568479,-0.40497754169257,-0.9962395987767559,0.928564215099485,-0.331449280939379,-0.0684117126596074,-0.0638144128303391,0.20161907766349302,-0.283678768535386,0.6639606861574799,0.39992382508053104,-0.146782747722354,0.37,0
25358,1.2516995948068999,-0.0661011846055604,0.31134671380792606,-0.10873880618817698,-0.5004966794592,-0.7011214876758829,-0.14690224723332299,-0.0564156002205029,0.358425258502583,-0.213918129172355,-0.122044058874866,-0.0942542827175265,-0.650512031510366,0.41037927755419,1.468846776804,-0.0017826247836578,0.0166007968793727,-0.8565248117681329,-0.2829271265587511,-0.144128628703602,-0.0897019823814342,-0.24580078123543103,0.0828543327357206,0.126923255164035,0.142404907528418,0.9920689823991721,-0.0725023454933911,-0.000952053841763515,4.46,0
138145,-0.0820779354868887,-0.11636230879408502,0.6819042334998411,-1.7439679047499999,-1.4907479824068701,-0.888675766473328,-0.6276966565329289,0.0500984348896558,-1.97521525900422,1.5767228000676499,0.15213292278004098,-0.372212632026125,1.0611924939422799,-0.531940476590774,0.421080181691665,-0.8769185516249008,0.924587206257354,-0.6342427792480699,-0.872220889894393,-0.32013650866571003,-0.0884885664665822,0.29135301639869,0.258910276511735,0.5814633636085711,-0.593287976134694,-0.385737360069117,-0.267426678853386,-0.295966987909027,20.0,0
